effect,coef,se,p,horizon,n,p_fdr
eps_growth:operating_profit_growth,-18.789340914486456,77.84948164070016,0.8092801930153564,xret_T+252d,14406,0.998345388071379
roic_value:net_debt_ebitda,-16.343249915624778,2147.364460300312,0.993927485933195,xret_T+252d,14406,0.998345388071379
net_debt_ebitda:operating_profit_growth,43.103709510364766,39.876666869797425,0.27973021618300775,xret_T+252d,14406,0.998345388071379
low_asset_growth:quick_ratio,-1.379491805920924,9.448196620679019,0.8839167847131897,xret_T+252d,14406,0.998345388071379
low_asset_growth:operating_profit_growth,-14.56362968933199,32.118546285530286,0.6502365100866292,xret_T+252d,14406,0.998345388071379
log_liquidity,-3.390741993217379,0.2938557318028496,8.409186146230331e-31,xret_T+252d,14406,
volatility_63d,-0.34039492718717734,6.96551912566301,0.9610240400672003,xret_T+252d,14406,
darvas:new_highs,5.073300278741062,0.5748298595946445,1.0873602890725295e-18,xret_T+63d,15835,4.04498027534981e-16
golden_cross:reversal_monthly,10.217419559987565,1.2628417771535088,5.92666736993631e-16,xret_T+63d,15835,1.1023601308081536e-13
golden_cross:new_highs,3.759104449026398,0.5852911499769373,1.3394586747791367e-10,xret_T+63d,15835,1.6609287567261296e-08
golden_cross:below_200dma,5.59035153403575,0.9414006127623493,2.8793248990176637e-09,xret_T+63d,15835,2.677772156086427e-07
new_highs:reversal_monthly,6.501405655236951,1.2572821702179833,2.3284501063325073e-07,xret_T+63d,15835,1.7323668791113855e-05
below_200dma:reversal_monthly,-6.042891270824587,1.205862692096909,5.407484198305259e-07,xret_T+63d,15835,2.873691602527938e-05
darvas:reversal_monthly,4.758809646292244,1.299679012735278,0.0002507165453832861,xret_T+63d,15835,0.008478777716598404
darvas:below_200dma,-3.4193567505909495,0.9881785995783255,0.0005396502594218262,xret_T+63d,15835,0.01672915804207661
new_highs:below_200dma,-3.046526052852026,0.974918682479761,0.0017786386349148316,xret_T+63d,15835,0.044110238145887826
golden_cross:darvas,-1.8087277420071848,0.5874635914511752,0.002077829211045025,xret_T+63d,15835,0.04830952915679683
net_debt_ebitda:quick_ratio,-6.030073942854485,2.2431260253814864,0.007182851827877298,xret_T+63d,15835,0.14471853771423251
darvas:low_beta,-1.6984495682738694,0.6722525547493273,0.0115203686360801,xret_T+63d,15835,0.21427885663108986
reversal_weekly:reversal_monthly,-7.858997310147583,3.3696786431187897,0.019686540049752593,xret_T+63d,15835,0.3328814953867257
new_highs,-8.330635836258315,3.653599253673446,0.022600716688656135,xret_T+63d,15835,0.3477057933979858
not_distress:quick_ratio,5.930168026459364,2.6847116385215064,0.0271839687107052,xret_T+63d,15835,0.38893986001470515
new_highs:reversal_weekly,8.240538901528247,3.7616603479866333,0.028476019859159048,xret_T+63d,15835,0.3923362736150802
net_debt_ebitda:low_asset_growth,6.090511659693647,3.035106949484452,0.044782930873093665,xret_T+63d,15835,0.574456906372098
below_200dma:not_distress,8.686760194353676,4.375691404021977,0.04711872666781373,xret_T+63d,15835,0.5751305551686591
golden_cross:reversal_weekly,-8.984187051104358,4.664603101539239,0.05410005148923482,xret_T+63d,15835,0.6209814277254929
new_highs:net_margin,7.670412793672068,3.998778619037743,0.05508706213693888,xret_T+63d,15835,0.6209814277254929
low_beta:not_distress,-3.964227185114043,2.139866169533898,0.06394567046002568,xret_T+63d,15835,0.679651126032273
